(答(2),1,在業餘無線電通訊中，使用「Q 碼」的主要目的是什麼？,(1) 作為祕密通訊,(2) 縮短通訊時間並克服語言障礙,(3) 測試機器性能,(4) 增加通訊樂趣
(3),2,Q 碼「QTH」代表什麼意義？,(1) 你的電臺位置在哪裡？,(2) 我現在正忙碌中,(3) 我的位置在…,(4) 請更換頻率
(1),3,當你想詢問對方「你的姓名為何？」時，應使用哪個 Q 碼？,(1) QRZ?,(2) QSL?,(3) QTH?,(4) QRM?
(4),4,Q 碼「QSL」在通訊中的含義為何？,(1) 我有干擾,(2) 你的訊號很強,(3) 請重複一次,(4) 我確認收到（或請給予確認）
(2),5,在通訊時，若受到其他電臺的干擾，應使用哪個 Q 碼？,(1) QRN,(2) QRM,(3) QRP,(4) QRS
(1),6,Q 碼「QRN」代表什麼樣的干擾？,(1) 天電或自然雜訊干擾,(2) 人為機器干擾,(3) 鄰頻干擾,(4) 語音干擾
(3),7,當你需要對方「減慢發報速度」時，應使用哪個 Q 碼？,(1) QRP,(2) QRL,(3) QRS,(4) QRV
(2),8,Q 碼「QRP」代表什麼意義？,(1) 增加電力,(2) 降低發射功率,(3) 準備通訊,(4) 停止通訊
(4),9,當對方問你「QRV?」時，他的意思是？,(1) 你的頻率偏移了,(2) 你的聲音很小,(3) 你可以降低功率嗎？,(4) 你準備好了嗎？
(1),10,在語音通訊中，代表數字「0」的國際民航組織 (ICAO) 拼音字元為何？,(1) Zero,(2) Nadazero,(3) Nada,(4) Oh
(3),11,在國際通訊拼音字母中，字母「A」的讀法為何？,(1) Able,(2) Apple,(3) Alpha,(4) Alice
(2),12,字母「B」在國際通訊拼音字母中的讀法為何？,(1) Blue,(2) Bravo,(3) Baker,(4) Boy
(4),13,字母「C」在國際通訊拼音字母中的讀法為何？,(1) Cat,(2) Center,(3) China,(4) Charlie
(1),14,字母「D」在國際通訊拼音字母中的讀法為何？,(1) Delta,(2) Dog,(3) David,(4) Date
(3),15,字母「R」在國際通訊拼音字母中的讀法為何？,(1) Roger,(2) Radio,(3) Romeo,(4) Robert
(2),16,字母「S」在國際通訊拼音字母中的讀法為何？,(1) Sugar,(2) Sierra,(3) Seven,(4) Sun
(4),17,字母「V」在國際通訊拼音字母中的讀法為何？,(1) Victory,(2) Video,(3) Violet,(4) Victor
(1),18,字母「Z」在國際通訊拼音字母中的讀法為何？,(1) Zulu,(2) Zebra,(3) Zero,(4) Zoo
(2),19,在摩爾斯電碼通訊中，英文字母「A」的組成方式為何？,(1) 噠滴,(2) 滴噠,(3) 滴滴噠,(4) 噠噠滴
(4),20,摩爾斯電碼中，哪一個字母只有一個「滴 (Dit)」？,(1) T,(2) A,(3) I,(4) E
(1),21,摩爾斯電碼中，哪一個字母只有一個「噠 (Dah)」？,(1) T,(2) M,(3) E,(4) O
(3),22,在摩爾斯電碼中，「SOS」的組成訊號為何？,(1) 噠噠噠 滴滴滴 噠噠噠,(2) 滴滴 噠噠 滴滴,(3) 滴滴滴 噠噠噠 滴滴滴,(4) 噠滴噠 滴噠滴 噠滴噠
(2),23,通訊紀錄中的「RST」指標，「R」代表什麼？,(1) 頻率 (Range),(2) 可辨識度 (Readability),(3) 距離 (Remote),(4) 穩定度 (Reliability)
(4),24,通訊紀錄中的「RST」指標，「S」代表什麼？,(1) 速度 (Speed),(2) 穩定度 (Stability),(3) 距離 (Space),(4) 訊號強度 (Signal Strength)
(1),25,通訊紀錄中的「RST」指標，「T」代表什麼？,(1) 音質 (Tone),(2) 時間 (Time),(3) 溫度 (Temperature),(4) 發射 (Transmit)
(3),26,RST 報告中，「R」的評等範圍是多少？,(1) 1 到 9,(2) 1 到 3,(3) 1 到 5,(4) 0 到 10
(4),27,RST 報告中，「S」的評等範圍是多少？,(1) 1 到 5,(2) 0 到 5,(3) 1 到 10,(4) 1 到 9
(2),28,一份完美的語音通訊 RST 報告通常會說是？,(1) 999,(2) 59,(3) 599,(4) 11
(3),29,在摩爾斯電碼 (CW) 通訊中，一份完美的 RST 報告是？,(1) 59,(2) 555,(3) 599,(4) 99
(1),30,通訊結束後，雙方交換的確認卡片稱為什麼？,(1) QSL 卡,(2) QTH 卡,(3) QRZ 卡,(4) SOS 卡
(2),31,使用單側波帶 (SSB) 通訊時，通常在 14MHz 以上頻段使用哪種側帶？,(1) 下側帶 (LSB),(2) 上側帶 (USB),(3) 雙側帶 (DSB),(4) 載波 (Carrier)
(4),32,使用單側波帶 (SSB) 通訊時，通常在 7MHz 以下頻段使用哪種側帶？,(1) 上側帶 (USB),(2) 雙側帶 (DSB),(3) 載波 (Carrier),(4) 下側帶 (LSB)
(1),33,在 VHF 頻段進行 FM 通訊時，頻偏 (Frequency Deviation) 通常是多少？,(1) 5kHz,(2) 10kHz,(3) 25kHz,(4) 100kHz
(3),34,什麼是「中繼站偏移頻率 (Repeater Offset)」？,(1) 聲音的頻率,(2) 接收與發射頻率的總和,(3) 接收頻率與發射頻率之間的差值,(4) 電池的電壓
(2),35,在台灣，144MHz 頻段的中繼站標準偏移頻率通常是多少？,(1) +0.6MHz,(2) -0.6MHz,(3) -5.0MHz,(4) +5.0MHz
(4),36,在台灣，430MHz 頻段的中繼站標準偏移頻率通常是多少？,(1) -0.6MHz,(2) +0.6MHz,(3) -1.6MHz,(4) -5.0MHz
(1),37,為什麼有些中繼站需要設定「CTCSS」或「PL Tone」？,(1) 為了減少其他雜訊或干擾誤開啟中繼站,(2) 為了增加發射功率,(3) 為了加密通話內容,(4) 為了省電
(3),38,什麼是「單工通訊 (Simplex)」？,(1) 透過中繼站通訊,(2) 使用兩個不同的頻率通訊,(3) 雙方使用同一個頻率直接通訊,(4) 只聽不說
(2),39,當你聽到有人呼叫「CQ」時，代表什麼意思？,(1) 緊急求救,(2) 廣泛呼叫，尋求與任何電臺建立聯絡,(3) 要求停止發射,(4) 機器故障
(4),40,在語音通訊中，如何正確回應 CQ 呼叫？,(1) 直接大聲喊對方的名字,(2) 只報出自己的名字,(3) 連續吹口哨,(4) 報出對方的呼號兩次，再報出自己的呼號兩次
(1),41,當你在 145.000MHz 聽到緊急救難呼叫時，應如何處理？,(1) 停止通訊，仔細監聽並在必要時提供協助,(2) 加大功率蓋過他,(3) 立即關機,(4) 切換到 433MHz 繼續聊天
(3),42,「VOX」功能在無線電機中代表什麼？,(1) 調整音量,(2) 調整頻率,(3) 聲控發射,(4) 電源開關
(2),43,在 CW 通訊中，一個「噠 (Dah)」的長度等於幾個「滴 (Dit)」？,(1) 二個,(2) 三個,(3) 四個,(4) 五個
(4),44,在 CW 通訊中，字母與字母之間的間隔長度為何？,(1) 一個滴,(2) 二個滴,(3) 三個滴,(4) 四個滴
(1),45,無線電波在自由空間傳播時，功率隨距離增加而？,(1) 減弱,(2) 增強,(3) 不變,(4) 消失
(2),46,下列哪種頻段最容易受到電離層反射而達成遠距離通訊？,(1) 超高頻 (UHF),(2) 高頻 (HF),(3) 極高頻 (VHF),(4) 微波
(3),47,什麼是「跳越距離 (Skip Distance)」？,(1) 走路的距離,(2) 兩台收音機的距離,(3) 電波經電離層一次反射後回到地面的最短距離,(4) 天線的高度
(4),48,當太陽黑子活動劇烈時，對短波通訊有何影響？,(1) 通訊完全中斷,(2) 毫無影響,(3) 只能使用 VHF,(4) 通常有利於遠距離通訊
(1),49,「UTC」時間與台灣時間相差幾個小時？,(1) 台灣時間比 UTC 早 8 小時,(2) 台灣時間比 UTC 晚 8 小時,(3) 沒有差別,(4) 差 12 小時
(2),50,在通訊紀錄中，日期通常以什麼格式書寫最不容易混淆？,(1) 月/日/年,(2) 年/月/日 或 01-Jan-2024,(3) 日/月/年,(4) 星期幾
(3),51,當對方對你說「73」時，這在業餘無線電通訊中代表什麼？,(1) 發生緊急狀況,(2) 你的訊號有雜音,(3) 最好的祝福（常用於結束通訊）,(4) 請求更換頻率
(1),52,在短波 (HF) 通訊中，「QSY」代表什麼意義？,(1) 變更頻率作業,(2) 請求重複通訊,(3) 訊號逐漸消失,(4) 準備發射
(4),53,當你在中繼站聽到「Break」或「Break Break」時，通常代表？,(1) 機器壞了,(2) 休息時間,(3) 通訊結束,(4) 有緊急事件或第三方需要插入通訊
(2),54,「QRP」通訊通常是指發射功率低於多少瓦的作業？,(1) 1 瓦,(2) 5 瓦（語音）或 5 瓦（CW）,(3) 50 瓦,(4) 100 瓦
(1),55,在進行長距離 (DX) 通訊時，若對方說「Up 5」，代表他希望你在哪裡發射？,(1) 在他的接收頻率往上 5kHz 的地方,(2) 在他的接收頻率往下 5kHz 的地方,(3) 在 5 分鐘後發射,(4) 增加 5 瓦功率
(3),56,Q 碼「QRV」的意思是？,(1) 你的訊號正在衰減,(2) 我正在受干擾,(3) 我已準備就緒,(4) 請停止發射
(2),57,「Split」作業模式是指？,(1) 將天線拆成兩半,(2) 接收與發射使用不同的頻率,(3) 兩個人同時說話,(4) 使用兩種不同的調變方式
(4),58,在 CW 通訊中，「K」字放在語句末尾代表？,(1) 結束通訊並關機,(2) 收到,(3) 錯誤,(4) 邀請任何電臺回答（請回答）
(1),59,在 CW 通訊中，「AR」字放在語句末尾代表？,(1) 訊息結束,(2) 請求重複,(3) 暫停,(4) 發生火警
(3),60,在語音通訊中，代表數字「9」的拼音字元通常讀作？,(1) Nine,(2) Niner,(3) Nine-nine,(4) Noda
(2),61,當你呼叫「CQ DX」時，你希望誰回答你？,(1) 本地的電臺,(2) 遠距離（國外）的電臺,(3) 正在進行比賽的電臺,(4) 任何人都可以
(4),62,Q 碼「QRZ?」代表什麼意思？,(1) 誰在呼叫我？,(2) 你的位置在哪？,(3) 你的功率多少？,(4) 結束通訊
(1),63,在業餘無線電中，「Pile-up」是指什麼情況？,(1) 許多電臺同時呼叫同一個目標電臺,(2) 機器過熱,(3) 電線纏繞,(4) 訊號太強導致失真
(3),64,什麼是「假負載 (Dummy Load)」的主要用途？,(1) 增加發射距離,(2) 測量電池電壓,(3) 在不輻射無線電波的情況下測試發射機功能,(4) 裝飾電臺
(2),65,「SWR」代表什麼？,(1) 訊號波長比,(2) 駐波比,(3) 短波接收機,(4) 穩定電壓調節器
(4),66,當 SWR 指標過高時，可能會導致什麼問題？,(1) 發射效率提高,(2) 電量增加,(3) 聲音變好聽,(4) 損壞發射機的功率放大組件
(1),67,「QSO」在業餘無線電中的意思是？,(1) 一次成功的聯絡通訊,(2) 太陽黑子,(3) 天線的接頭,(4) 雜訊
(2),68,在 VHF 通訊中，「多路徑反射 (Multipath)」會導致什麼現象？,(1) 訊號變強,(2) 訊號產生快速的衰落或失真（柵欄效應）,(3) 頻率變高,(4) 省電
(3),69,Q 碼「QRX」的意思是？,(1) 你的訊號很美,(2) 結束聯絡,(3) 請稍候（等待）,(4) 正在檢查機器
(4),70,在進行移動通訊（如車載）時，報明呼號後加上「Mobile」或「/M」代表？,(1) 我正在睡覺,(2) 我的機器是新的,(3) 我正在使用手機通訊,(4) 我正在移動中作業
(1),71,拼音字母「F」的讀法為何？,(1) Foxtrot,(2) Fish,(3) Flower,(4) France
(2),72,拼音字母「H」的讀法為何？,(1) Hello,(2) Hotel,(3) Horse,(4) Henry
(3),73,拼音字母「L」的讀法為何？,(1) Love,(2) London,(3) Lima,(4) Lemon
(4),74,拼音字母「Q」的讀法為何？,(1) Question,(2) Queen,(3) Quick,(4) Quebec
(2),75,當你完成一段話並交還給對方時，語音通訊中常說？,(1) Roger,(2) Over,(3) Goodbye,(4) Hello
(1),76,Q 碼「QRL?」的意思是？,(1) 你正忙碌中嗎？（或此頻率有人使用嗎？）,(2) 你的音量可以大一點嗎？,(3) 你的頻率很準,(4) 請離開
(3),77,在摩爾斯電碼中，「BT」 (— · · · —) 通常用作？,(1) 呼號前綴,(2) 結束符號,(3) 段落分隔符號,(4) 緊急求救
(4),78,關於「中繼站 (Repeater)」的敘述，何者錯誤？,(1) 它可以擴大通訊範圍,(2) 通常設在高處,(3) 它會同時接收並重新發射信號,(4) 它只能用於 CW 通訊
(2),79,當對方給你的 RST 報告是「59+20dB」時，代表？,(1) 訊號很弱,(2) 訊號極強（超過滿刻度 20 分貝）,(3) 有嚴重的干擾,(4) 音質很差
(1),80,在業餘無線電比賽 (Contest) 中，最常交換的訊息不包括？,(1) 晚餐內容,(2) RST 報告,(3) 序號 (Serial Number),(4) 所在地代號
(3),81,Q 碼「QSB」代表什麼現象？,(1) 頻率偏移,(2) 電源不足,(3) 訊號衰落 (Fading),(4) 機器過熱
(4),82,在 144MHz 進行通訊時，水平極化天線與垂直極化天線通訊會產生？,(1) 更好的效果,(2) 沒有影響,(3) 頻率自動加倍,(4) 極化損失（訊號大幅衰減）
(2),83,什麼是「雙工器 (Duplexer)」在個別電臺或中繼站的作用？,(1) 同時連接兩台電視,(2) 允許使用同一支天線同時進行接收與發射,(3) 增加電池壽命,(4) 改變語音音調
(1),84,在 CW 通訊中，呼叫「CQ」三次後應接上？,(1) 「DE」加上自己的呼號,(2) 自己的姓名,(3) 對方的呼號,(4) 謝謝
(3),85,通訊紀錄 (Log) 必須包含的基本資料為何？,(1) 雙方的體重,(2) 對方的學歷,(3) 日期、時間、頻率、模式及對方呼號,(4) 當天的股價
(4),86,語音通訊中，「Roger」代表的意思是？,(1) 我同意你的觀點,(2) 我的名字叫 Roger,(3) 結束通訊,(4) 我已完全接收到你剛才傳送的信息
(2),87,當你在通訊中需要暫時離開一下（約一分鐘），應說什麼？,(1) QSL,(2) Stand by 或 QRX,(3) SOS,(4) 73
(1),88,在國際通訊中，使用拼音字母（如 Alpha, Bravo）的主要目的是？,(1) 避免因發音相似或干擾導致的字元誤判,(2) 增加通訊的困難度,(3) 練習英文,(4) 縮短通訊時間
(3),89,在 VHF 頻段中，145.000 MHz 的主要用途通常是？,(1) 聊天專用,(2) 比賽專用,(3) 呼叫及緊急求難頻率,(4) 播放音樂
(2),90,「QSO」結束後，說「Clear」代表？,(1) 天氣晴朗,(2) 我已結束在此頻率的作業，此頻率現在淨空,(3) 聲音很清晰,(4) 請求清潔機器
(4),91,Q 碼「QRO」的意思是？,(1) 關機,(2) 降低功率,(3) 請求確認,(4) 增加發射功率
(1),92,在短波通訊中，當傳播路徑跨越越極區時，可能會產生什麼現象？,(1) 極光顫動 (Aurora flutter),(2) 訊號變強,(3) 沒有雜音,(4) 通訊變簡單
(3),93,什麼是「跨頻作業 (Cross-band)」？,(1) 在同一個頻段內通訊,(2) 在家中使用不同的天線,(3) 接收使用一個頻段，發射使用另一個頻段（如 V/U 跨頻）,(4) 兩人交換電台使用
(2),94,當對方給你的報告是「R3 S5」時，這意味著？,(1) 訊號非常清晰,(2) 訊號可以辨識但有困難，強度中等,(3) 訊號完全聽不見,(4) 你的機器壞了
(4),95,在業餘無線電通訊中，「Break-in」作業通常是指？,(1) 強行插入通話,(2) 機器爆炸,(3) 竊聽通訊,(4) 在 CW 通訊中，發報間隙可以聽到接收訊號的作業方式
(1),96,Q 碼「QSP」的意思是？,(1) 請求中轉（轉發）信息,(2) 請求停止,(3) 詢問時間,(4) 增加速度
(2),97,在語音通訊中，「Mayday」代表什麼？,(1) 五月天,(2) 國際求救信號，表示生命財產遭受迫切威脅,(3) 慶祝活動,(4) 測試語句
(3),98,在 430MHz 頻段通訊時，建築物的影響為何？,(1) 沒有影響,(2) 會反射所有電波,(3) 容易造成阻擋或產生強烈的反射與折射,(4) 建築物會增加訊號強度
(4),99,業餘無線電通訊中，所謂的「三號字 (Three-letter prefix)」通常是指？,(1) 名字,(2) 地址,(3) 呼號的前綴部分,(4) 呼號的後綴部分
(2),100,「Net Control Station (NCS)」是指什麼？,(1) 網路管理員,(2) 網路（或頻率網）控台，負責指揮該頻率的通訊秩序,(3) 修理收音機的人,(4) NCC 的長官
(3),101,Q 碼「QRS」的意思是？,(1) 請增加功率,(2) 請加快發報速度,(3) 請減慢發報速度,(4) 請更換頻率
(1),102,在 CW 通訊中，呼叫特定電台時，正確的順序是？,(1) 對方呼號 DE 自己呼號,(2) 自己呼號 DE 對方呼號,(3) 只有自己呼號,(4) 只有對方呼號
(4),103,語音通訊中，「Correction」一詞代表什麼？,(1) 要求對方改正,(2) 機器需要校正,(3) 通訊中斷,(4) 我剛才說錯了，現在更正如下
(2),104,Q 碼「QRV」代表？,(1) 我有干擾,(2) 我已準備就緒,(3) 你的頻率偏移,(4) 請稍候
(1),105,在業餘無線電中，什麼是「Rag-chewing」？,(1) 長時間的閒談或隨意聊天,(2) 測試天線,(3) 修理機器,(4) 參加正式比賽
(3),106,當你在頻率上聽到「QRZ?」而沒有聽到呼號時，你應該？,(1) 立即回答自己的呼號,(2) 叫對方安靜,(3) 繼續監聽直到聽清楚呼號為止,(4) 關機
(4),107,在進行衛星通訊時，由於衛星移動產生的頻率偏移稱為？,(1) 柵欄效應,(2) 衰落,(3) 諧波,(4) 多普勒效應 (Doppler Effect)
(2),108,Q 碼「QSL?」後帶問號表示？,(1) 你收到我的卡片了嗎？,(2) 你能確認收到我的訊息嗎？,(3) 你的地址在哪？,(4) 你要結束通訊嗎？
(1),109,在通訊紀錄中，「Mode」欄位應填寫什麼？,(1) 發射模式（如 FM, USB, CW 等）,(2) 心情,(3) 天氣,(4) 機器廠牌
(3),110,「Squelch」功能的主要作用是？,(1) 增加發射距離,(2) 改變聲音頻率,(3) 在沒有信號時抑制背景雜訊音,(4) 提高發射功率
(2),111,拼音字母「I」的讀法為何？,(1) Ice,(2) India,(3) Item,(4) Italy
(4),112,拼音字母「J」的讀法為何？,(1) Japan,(2) Jack,(3) June,(4) Juliett
(1),113,拼音字母「K」的讀法為何？,(1) Kilo,(2) King,(3) Key,(4) Knife
(3),114,拼音字母「M」的讀法為何？,(1) Mother,(2) Moon,(3) Mike,(4) Music
(2),115,拼音字母「N」的讀法為何？,(1) Night,(2) November,(3) Name,(4) No
(4),116,拼音字母「O」的讀法為何？,(1) Open,(2) Ocean,(3) Orange,(4) Oscar
(1),117,拼音字母「P」的讀法為何？,(1) Papa,(2) Peter,(3) Phone,(4) Paper
(3),118,拼音字母「T」的讀法為何？,(1) Tiger,(2) Table,(3) Tango,(4) Tea
(2),119,拼音字母「U」的讀法為何？,(1) Under,(2) Uniform,(3) Union,(4) Uncle
(4),120,拼音字母「W」的讀法為何？,(1) Water,(2) West,(3) White,(4) Whiskey
(1),121,拼音字母「X」的讀法為何？,(1) X-ray,(2) Xerox,(3) Xmas,(4) Xylophone
(3),122,拼音字母「Y」的讀法為何？,(1) Yellow,(2) Young,(3) Yankee,(4) Yes
(2),123,語音通訊中，代表數字「1」的拼音字元為？,(1) One,(2) Unaone,(3) Wone,(4) Alpha
(4),124,語音通訊中，代表數字「2」的拼音字元為？,(1) Two,(2) To-two,(3) Beta,(4) Bissotwo
(1),125,在 CW 通訊中，代表「數字 5」的電碼是？,(1) 滴滴滴滴滴,(2) 噠噠噠噠噠,(3) 滴滴滴噠噠,(4) 噠噠噠滴滴
(3),126,在 CW 通訊中，代表「數字 0」的電碼是？,(1) 滴滴滴滴滴,(2) 滴噠滴噠,(3) 噠噠噠噠噠,(4) 噠滴噠滴
(2),127,Q 碼「QTH?」的意思是？,(1) 你的姓名為何？,(2) 你的位置（經緯度或地名）在哪？,(3) 你的天氣如何？,(4) 你的頻率是多少？
(1),128,在短波通訊中，「Skip Zone」是指？,(1) 地波與天波反射點之間的通訊死角區,(2) 跳繩的範圍,(3) 衛星通過的區域,(4) 天線正上方
(4),129,進行 SSTV（慢描電視）通訊時，主要傳送的是？,(1) 高畫質影片,(2) 只有聲音,(3) 摩爾斯碼,(4) 靜態圖像
(2),130,「Beacon」電台的主要目的是？,(1) 播放廣告,(2) 提供信號參考以觀測電波傳播狀況,(3) 供人聊天,(4) 導航飛機
(3),131,在進行業餘無線電通訊時，應優先禮讓哪種通訊？,(1) 國外電台,(2) 功率大的電台,(3) 緊急災難救助通訊,(4) 自己的朋友
(1),132,「RST 579」在 CW 通訊中代表音質 T 是？,(1) 完美的音質,(2) 有交流聲的音質,(3) 斷斷續續的音質,(4) 慘不忍睹的音質
(4),133,在通訊結束後，雙方若想交換卡片，通常會透過？,(1) 郵局直接寄送,(2) QSL 管理員 (Manager),(3) 業餘電台管理局 (Bureau),(4) 以上皆可
